animal,day,trialA,trialB,contextA,contextB,comparison,FIisCoherent,FI_rot1,FI_rot2,FI_rot3,FI_rot4,FSisCoherent,FS_rot1,FS_rot2,FS_rot3,FS_rot4
CMG169_CA1, 3, 5, 8, 1, 2, across, 1, 0.410, 0.220, 0.220, 0.150, 1, 0.647, 0.176, 0.118, 0.059
CMG169_CA1, 3, 5, 9, 1, 1, within, 1, 0.366, 0.267, 0.188, 0.178, 0, 0.471, 0.235, 0.176, 0.118
CMG169_CA1, 3, 5, 10, 1, 2, across, 1, 0.356, 0.277, 0.257, 0.109, 1, 0.588, 0.294, 0.059, 0.059
CMG169_CA1, 3, 5, 11, 1, 1, within, 1, 0.360, 0.270, 0.190, 0.180, 1, 0.647, 0.176, 0.118, 0.059
CMG169_CA1, 3, 5, 12, 1, 2, across, 1, 0.347, 0.327, 0.208, 0.119, 1, 0.529, 0.294, 0.118, 0.059
CMG169_CA1, 3, 6, 7, 2, 1, across, 1, 0.406, 0.347, 0.188, 0.059, 0, 0.471, 0.235, 0.176, 0.118
CMG169_CA1, 3, 6, 8, 2, 2, within, 1, 0.550, 0.170, 0.150, 0.130, 0, 0.353, 0.294, 0.294, 0.059
CMG169_CA1, 3, 6, 9, 2, 1, across, 1, 0.485, 0.267, 0.168, 0.079, 0, 0.412, 0.235, 0.176, 0.176
CMG169_CA1, 3, 6, 10, 2, 2, within, 1, 0.350, 0.300, 0.270, 0.080, 1, 0.412, 0.294, 0.294, 0.000
CMG169_CA1, 3, 6, 11, 2, 1, across, 1, 0.410, 0.300, 0.160, 0.130, 0, 0.412, 0.294, 0.176, 0.118
CMG169_CA1, 3, 6, 12, 2, 2, within, 1, 0.485, 0.267, 0.198, 0.050, 0, 0.471, 0.235, 0.235, 0.059
CMG169_CA1, 3, 7, 8, 1, 2, across, 1, 0.386, 0.277, 0.178, 0.158, 1, 0.412, 0.353, 0.235, 0.000
CMG169_CA1, 3, 7, 9, 1, 1, within, 1, 0.314, 0.294, 0.245, 0.147, 1, 0.706, 0.235, 0.059, 0.000
CMG169_CA1, 3, 7, 10, 1, 2, across, 1, 0.455, 0.257, 0.198, 0.089, 0, 0.412, 0.235, 0.176, 0.176
CMG169_CA1, 3, 7, 11, 1, 1, within, 1, 0.416, 0.257, 0.218, 0.109, 1, 0.588, 0.176, 0.176, 0.059
CMG169_CA1, 3, 7, 12, 1, 2, across, 1, 0.343, 0.333, 0.235, 0.088, 0, 0.353, 0.294, 0.235, 0.118
CMG169_CA1, 3, 8, 9, 2, 1, across, 1, 0.396, 0.238, 0.238, 0.129, 0, 0.412, 0.235, 0.176, 0.176
CMG169_CA1, 3, 8, 10, 2, 2, within, 1, 0.350, 0.320, 0.300, 0.030, 0, 0.471, 0.235, 0.176, 0.118
CMG169_CA1, 3, 8, 11, 2, 1, across, 0, 0.307, 0.287, 0.228, 0.178, 1, 0.706, 0.176, 0.118, 0.000
CMG169_CA1, 3, 8, 12, 2, 2, within, 1, 0.446, 0.238, 0.218, 0.099, 0, 0.412, 0.294, 0.235, 0.059
CMG169_CA1, 3, 9, 10, 1, 2, across, 1, 0.356, 0.327, 0.168, 0.149, 1, 0.471, 0.353, 0.118, 0.059
CMG169_CA1, 3, 9, 11, 1, 1, within, 0, 0.337, 0.257, 0.238, 0.168, 0, 0.412, 0.294, 0.176, 0.118
CMG169_CA1, 3, 9, 12, 1, 2, across, 1, 0.324, 0.324, 0.186, 0.167, 0, 0.294, 0.294, 0.235, 0.176
CMG169_CA1, 3, 10, 11, 2, 1, across, 1, 0.400, 0.350, 0.170, 0.080, 0, 0.471, 0.294, 0.118, 0.118
CMG169_CA1, 3, 10, 12, 2, 2, within, 1, 0.604, 0.178, 0.178, 0.040, 1, 0.647, 0.118, 0.118, 0.118
CMG169_CA1, 3, 11, 12, 1, 2, across, 1, 0.426, 0.307, 0.178, 0.089, 1, 0.588, 0.235, 0.176, 0.000
